ID Cliente,Cliente,Idade,Telefone,Estado,DataCompra,Produto,Preço,Unidades,ValorCompra
1929,Julia Moura,28,(99) 89282114,Maranhão,2024-12-27,Boné,39.9,8,319.2
1930,Rafaela da Rosa,43,(46) 98848234,Paraná,2024-12-18,Poster,45.5,10,455.0
1931,Ana Cecília Mendonça,28,(53) 38113361,Distrito Federal,2024-12-08,Funko Pop,80.5,1,80.5
1932,Thomas Silva,34,(47) 29358913,Santa Catarina,2024-12-09,Luminária personalizada,250.1,6,1500.6
1933,Clara Fogaça,30,(19) 21139434,São Paulo,2024-12-17,Jogo de Estratégia,98.7,4,394.8
1934,Melissa Oliveira,24,(43) 85518263,Paraná,2024-12-17,Luminária personalizada,250.1,9,2250.9
1935,Nina da Paz,20,(84) 55326747,Rio Grande do Norte,2024-12-08,Moletom,98.9,8,791.2
1936,Eloá da Mota,50,(46) 37831070,Paraná,2024-12-11,Coleção de Figurinhas,91.9,4,367.6
1937,Marcelo Montenegro,48,(52) 72724028,Goiás,2024-12-17,Peruca,39.9,7,279.3
1938,Maria Clara Santos,23,(22) 71386817,Rio de Janeiro,2024-12-26,Console clássico,999.9,6,5999.4
1939,Paulo Pinto,35,(18) 44279302,São Paulo,2024-12-24,Mouse,39.9,5,199.5
1940,João Vitor Porto,46,(16) 24483969,São Paulo,2024-12-19,Graphic Novel,49.9,2,99.8
1941,Aurora Teixeira,24,(97) 23274061,Amazonas,2024-12-04,Máscara,49.9,10,499.0
1942,Melissa Costela,21,(71) 97353967,Bahia,2024-12-04,Quadro Decorativo,39.6,2,79.2
1943,Isabel Moura,34,(74) 88447193,Bahia,2024-12-21,Poster,45.5,10,455.0
1944,Léo Aragão,25,(32) 65383515,Minas Gerais,2024-12-14,Adesivo de Parede,24.9,10,249.0
1945,Ana Beatriz Camargo,49,(45) 45539712,Paraná,2024-12-02,Acessório para Jogo,89.9,9,809.1
1946,Kaique Vieira,27,(41) 80368436,Paraná,2024-12-07,Moletom,98.9,4,395.6
1947,Bruno Azevedo,29,(42) 79055431,Santa Catarina,2024-12-03,Boné,39.9,2,79.8
1948,Gabriel Cunha,21,(81) 86944989,Pernambuco,2024-12-12,Fantasia,112.5,6,675.0
1949,Luiz Gustavo Moraes,45,(92) 69909417,Amazonas,2024-12-16,Action Figure,180.5,9,1624.5
1950,Maria Alice Mendonça,24,(37) 20125867,Minas Gerais,2024-12-07,Funko Pop,80.5,9,724.5
1951,Apollo Novais,38,(94) 55027773,Pará,2024-12-03,Jogos para PC,99.9,3,299.7
1952,Bruno da Cunha,23,(84) 37143912,Rio Grande do Norte,2024-12-31,Jogo de Estratégia,98.7,8,789.6
1953,Pietra Camargo,42,(63) 51436866,Tocantins,2024-12-18,Quadrinho,34.9,9,314.1
1954,Catarina Costela,21,(82) 87102879,Alagoas,2024-12-16,Funko Pop,80.5,6,483.0
1955,Mariah Rocha,34,(45) 31204511,Paraná,2024-12-05,Action Figure,180.5,4,722.0
1956,Caleb da Paz,25,(66) 34200355,Mato Grosso,2024-12-02,Máscara,49.9,4,199.6
1957,Luísa Teixeira,32,(87) 28006257,Pernambuco,2024-12-02,chaveiro,10.75,10,107.5
1958,Kevin Sousa,45,(12) 24036208,São Paulo,2024-12-10,Camisa Temática,44.9,2,89.8
1959,Felipe Siqueira,29,(49) 78578168,Santa Catarina,2024-12-12,Console Portátil,350.9,1,350.9
1960,Ana Sophia Vargas,20,(37) 99178289,Minas Gerais,2024-12-18,Luminária personalizada,250.1,9,2250.9
1961,Gabriel Barros,34,(34) 52026160,Minas Gerais,2024-12-13,pijama,85.9,8,687.2
1962,Gabriel Nascimento,46,(12) 93549032,São Paulo,2024-12-10,pijama,85.9,3,257.7
1963,Julia Freitas,46,(34) 95846030,Minas Gerais,2024-12-14,Funko Pop,80.5,3,241.5
1964,Murilo Barros,21,(53) 18576426,Distrito Federal,2024-12-05,Funko Pop,80.5,10,805.0
1965,Liam Jesus,24,(15) 33019139,São Paulo,2024-12-22,Jogo de Cartas,29.5,1,29.5
1966,Theodoro Pimenta,49,(12) 34072112,São Paulo,2024-12-02,Estatueta,350.1,4,1400.4
1967,Fernando Camargo,23,(69) 58335028,Acre,2024-12-26,Jogo de Estratégia,98.7,1,98.7
1968,Miguel Novaes,46,(33) 57581711,Minas Gerais,2024-12-02,Jogos para PC,99.9,4,399.6
1969,Jade Abreu,45,(16) 19268478,São Paulo,2024-12-24,Poster,45.5,4,182.0
1970,Eloah Santos,20,(71) 60128083,Bahia,2024-12-16,Jogo de Cartas,29.5,8,236.0
1971,Daniel Sampaio,27,(21) 87793595,Rio de Janeiro,2024-12-19,Acessório para Jogo,89.9,5,449.5
1972,Arthur Gabriel Jesus,18,(15) 38543717,São Paulo,2024-12-28,Luminária personalizada,250.1,3,750.3
1973,Rael Castro,34,(81) 41741793,Pernambuco,2024-12-28,Copo Térmico,39.9,9,359.1
1974,Luara da Luz,44,(88) 94628517,Ceará,2024-12-13,Funko Pop,80.5,7,563.5
1975,João Felipe Cunha,47,(71) 46419939,Bahia,2024-12-05,Máscara,49.9,3,149.7
1976,Heitor Pastor,35,(64) 74491438,Goiás,2024-12-24,pijama,85.9,4,343.6
1977,Arthur Azevedo,28,(98) 43481794,Maranhão,2024-12-20,Mangá,36.9,3,110.7
1978,Olivia Machado,36,(18) 44015999,São Paulo,2024-12-16,Quadro Decorativo,39.6,7,277.2
1979,Yuri da Cunha,32,(93) 79253632,Pará,2024-12-31,Teclado,49.9,6,299.4
1980,Joaquim Nascimento,47,(73) 35244867,Bahia,2024-12-16,chaveiro,10.75,10,107.5
1981,Mathias Rios,24,(71) 41146239,Bahia,2024-12-03,Estatueta,350.1,2,700.2
1982,Guilherme Fernandes,33,(14) 15576503,São Paulo,2024-12-01,Copo Térmico,39.9,6,239.4
1983,Ayla Guerra,40,(32) 60118800,Minas Gerais,2024-12-27,Peruca,39.9,8,319.2
1984,Maysa Almeida,35,(63) 61296015,Tocantins,2024-12-17,Moletom,98.9,8,791.2
1985,Renan Lopes,32,(11) 91530046,São Paulo,2024-12-12,Acessórios e adereços,27.8,9,250.2
1986,Oliver Vargas,20,(45) 41658231,Paraná,2024-12-13,conjunto de dados RPG,30.5,9,274.5
1987,Brenda Nunes,32,(35) 77205151,Minas Gerais,2024-12-24,Console Portátil,350.9,6,2105.4
1988,Marina Sousa,43,(86) 83308226,Piauí,2024-12-12,Peruca,39.9,9,359.1
1989,Raul Carvalho,48,(41) 60437469,Paraná,2024-12-30,Livro,59.9,2,119.8
1990,Yago da Luz,38,(73) 39463443,Bahia,2024-12-31,Mouse,39.9,4,159.6
1991,Bryan Correia,36,(44) 10443335,Paraná,2024-12-28,Coleção de Figurinhas,91.9,9,827.1
1992,Ana Vitória Almeida,44,(91) 12648941,Pará,2024-12-14,Mouse,39.9,6,239.4
1993,Heitor Dias,18,(98) 62859779,Maranhão,2024-12-28,chaveiro,10.75,4,43.0
1994,Ana Beatriz Sales,22,(79) 70929147,Sergipe,2024-12-01,pijama,85.9,8,687.2
1995,Arthur Gabriel Carvalho,29,(62) 29722512,Goiás,2024-12-02,Graphic Novel,49.9,1,49.9
1996,Vinícius da Rosa,18,(84) 86414841,Rio Grande do Norte,2024-12-08,Estatueta,350.1,8,2800.8
1997,Bianca Fogaça,42,(32) 70929856,Minas Gerais,2024-12-27,Coleção de Figurinhas,91.9,9,827.1
1998,Ryan da Conceição,41,(47) 84867987,Santa Catarina,2024-12-27,pijama,85.9,3,257.7
1999,Augusto Pimenta,33,(84) 92746771,Rio Grande do Norte,2024-12-10,Caneca Personalizada,29.9,9,269.1
2000,Isis Rodrigues,33,(63) 16375544,Tocantins,2024-12-19,Jogo de Festa,62.4,3,187.2
2001,Heloisa Rocha,28,(93) 91359432,Pará,2024-12-24,Máscara,49.9,8,399.2
2002,Maria Eduarda da Cruz,25,(35) 70858471,Minas Gerais,2024-12-03,Jogo para Console,109.9,6,659.4
2003,Luana Aragão,22,(42) 78802615,Santa Catarina,2024-12-01,Boné,39.9,5,199.5
2004,Mariana Caldeira,38,(75) 58809488,Bahia,2024-12-18,Teclado,49.9,2,99.8
2005,Aurora Santos,21,(82) 49193671,Alagoas,2024-12-22,Acessórios e adereços,27.8,10,278.0
2006,Natália Pires,21,(74) 36769017,Bahia,2024-12-03,conjunto de dados RPG,30.5,7,213.5
2007,Stephany Souza,42,(69) 56758110,Acre,2024-12-12,chaveiro,10.75,8,86.0
2008,Liz Santos,41,(38) 76343401,Minas Gerais,2024-12-19,Peruca,39.9,2,79.8
2009,Lavínia Fonseca,21,(94) 56472884,Pará,2024-12-03,Copo Térmico,39.9,2,79.8
2010,Stephany Duarte,33,(48) 94251637,Santa Catarina,2024-12-12,conjunto de dados RPG,30.5,7,213.5
2011,Hadassa Montenegro,35,(94) 61939753,Pará,2024-12-03,Console clássico,999.9,8,7999.2
2012,Luiz Gustavo Brito,41,(68) 47864631,Acre,2024-12-03,Console Portátil,350.9,9,3158.1
2013,Ryan Campos,31,(61) 43315761,Distrito Federal,2024-12-17,conjunto de dados RPG,30.5,6,183.0
2014,Julia Nascimento,39,(53) 10418853,Distrito Federal,2024-12-27,Console clássico,999.9,3,2999.7
2015,Alexandre Sousa,33,(95) 38296161,Roraima,2024-12-04,Máscara,49.9,4,199.6
2016,Giovanna Moraes,19,(71) 13638153,Bahia,2024-12-13,Camisa Temática,44.9,10,449.0
2017,Aurora Aragão,41,(75) 29440827,Bahia,2024-12-25,conjunto de dados RPG,30.5,2,61.0
2018,Dante Ribeiro,45,(98) 12699698,Maranhão,2024-12-24,Jogo de Cartas,29.5,2,59.0
2019,Marcela da Paz,46,(94) 73417528,Pará,2024-12-01,Graphic Novel,49.9,8,399.2
2020,Paulo Andrade,31,(91) 91412051,Pará,2024-12-13,Jogo para Console,109.9,2,219.8
2021,Vitor Macedo,20,(71) 39758186,Bahia,2024-12-15,conjunto de dados RPG,30.5,9,274.5
2022,Danilo Aragão,43,(49) 75767522,Santa Catarina,2024-12-01,conjunto de dados RPG,30.5,10,305.0
2023,Asafe Ferreira,40,(96) 54097227,Amapá,2024-12-28,Mangá,36.9,10,369.0
2024,Ester Pires,47,(95) 63477508,Roraima,2024-12-09,Livro,59.9,8,479.2
2025,Maria Nunes,47,(68) 97994145,Acre,2024-12-24,Funko Pop,80.5,1,80.5
2026,Isis Alves,32,(14) 30410327,São Paulo,2024-12-20,Jogo de Pratos e Talheres Temático,19.9,5,99.5
2027,Liz da Rosa,30,(22) 42820115,Rio de Janeiro,2024-12-01,Moletom,98.9,8,791.2
2028,Mirella Cavalcante,18,(99) 22867164,Maranhão,2024-12-28,Boné,39.9,2,79.8
2029,Enzo Vasconcelos,42,(11) 12046595,São Paulo,2024-12-29,Jogo de Festa,62.4,6,374.4
2030,Maria Alice Costela,45,(16) 85690643,São Paulo,2024-12-09,Acessório para Jogo,89.9,3,269.7
2031,Otto Peixoto,24,(69) 69782780,Acre,2024-12-16,Luminária personalizada,250.1,10,2501.0
2032,Paulo Rios,29,(63) 68507671,Tocantins,2024-12-04,Pendrive,34.9,8,279.2
2033,Raul Aragão,47,(92) 77063515,Amazonas,2024-12-03,Mangá,36.9,9,332.1
2034,Arthur da Paz,19,(68) 17947956,Acre,2024-12-21,Copo Térmico,39.9,10,399.0
2035,Maria Cecília Silva,24,(77) 10640432,Bahia,2024-12-16,Poster,45.5,1,45.5
2036,Valentim Freitas,50,(94) 48604256,Pará,2024-12-29,Luminária personalizada,250.1,5,1250.5
2037,Cecília Alves,32,(33) 17122523,Minas Gerais,2024-12-10,conjunto de dados RPG,30.5,7,213.5
2038,João Felipe Vieira,31,(34) 70250273,Minas Gerais,2024-12-28,Luminária personalizada,250.1,6,1500.6
2039,Fernanda Leão,21,(85) 96008380,Ceará,2024-12-09,Mangá,36.9,10,369.0
2040,Daniela da Costa,27,(18) 14042585,São Paulo,2024-12-29,pijama,85.9,7,601.3
2041,Luan Mendes,42,(53) 49241382,Distrito Federal,2024-12-03,Jogo para Console,109.9,3,329.7
2042,Luísa Leão,27,(61) 93766256,Distrito Federal,2024-12-26,Adesivo de Parede,24.9,10,249.0
2043,Igor Caldeira,30,(81) 56248231,Pernambuco,2024-12-10,Copo Térmico,39.9,4,159.6
2044,Laura Silveira,48,(63) 22595516,Tocantins,2024-12-20,Quadro Decorativo,39.6,4,158.4
2045,Caio Siqueira,39,(68) 18344974,Acre,2024-12-08,Boné,39.9,8,319.2
2046,Gael Henrique Pacheco,23,(98) 76461546,Maranhão,2024-12-09,Máscara,49.9,4,199.6
2047,Emanuella Melo,47,(74) 97264222,Bahia,2024-12-12,Peruca,39.9,9,359.1
2048,Paulo Cavalcante,39,(92) 95766380,Amazonas,2024-12-12,Adesivo de Parede,24.9,9,224.1
2049,Ana Júlia Campos,33,(13) 61877118,São Paulo,2024-12-16,Jogo de Estratégia,98.7,4,394.8
2050,Emanuelly Cardoso,36,(28) 41696588,Espírito Santo,2024-12-15,Quadrinho,34.9,2,69.8
2051,Yago Barbosa,32,(61) 27254933,Distrito Federal,2024-12-22,Peruca,39.9,6,239.4
2052,Bernardo Moreira,31,(75) 74673951,Bahia,2024-12-06,Console clássico,999.9,4,3999.6
2053,Theo Lima,44,(24) 44246389,Rio de Janeiro,2024-12-29,Caneca Personalizada,29.9,10,299.0
2054,Luísa Carvalho,20,(66) 16755511,Mato Grosso,2024-12-11,Camisa Temática,44.9,1,44.9
2055,Gabriel Peixoto,25,(99) 37358442,Maranhão,2024-12-22,Jogos para PC,99.9,4,399.6
2056,Maria Fernanda da Cunha,35,(94) 44398160,Pará,2024-12-21,Console Portátil,350.9,4,1403.6
2057,Amanda da Costa,40,(43) 91340971,Paraná,2024-12-13,Adesivo de Parede,24.9,6,149.4
2058,Léo Correia,27,(28) 74069526,Espírito Santo,2024-12-15,Caneca Personalizada,29.9,2,59.8
2059,Lara Nascimento,19,(99) 17991809,Maranhão,2024-12-06,Quadro Decorativo,39.6,8,316.8
2060,Dom Moraes,27,(35) 89939086,Minas Gerais,2024-12-19,Coleção de Figurinhas,91.9,10,919.0
2061,Guilherme Andrade,36,(98) 87958465,Maranhão,2024-12-07,Moletom,98.9,7,692.3
2062,Maria Júlia Andrade,35,(75) 81513936,Bahia,2024-12-21,Jogo para Console,109.9,6,659.4
2063,Esther Oliveira,36,(85) 80194761,Ceará,2024-12-26,pijama,85.9,6,515.4
2064,Ester Oliveira,25,(69) 96609510,Acre,2024-12-29,Jogo de Pratos e Talheres Temático,19.9,6,119.4
2065,Calebe Campos,50,(67) 84989956,Mato Grosso do Sul,2024-12-30,Jogo para Console,109.9,4,439.6
2066,Luna Melo,34,(43) 68877569,Paraná,2024-12-24,Jogos para PC,99.9,8,799.2
2067,Dom Caldeira,29,(18) 84509495,São Paulo,2024-12-18,Acessórios e adereços,27.8,1,27.8
2068,Ana Cecília das Neves,37,(19) 97280162,São Paulo,2024-12-18,pijama,85.9,2,171.8
2069,Manuella Dias,36,(35) 24722909,Minas Gerais,2024-12-20,Livro,59.9,3,179.7
2070,Benjamin Mendonça,19,(18) 83386813,São Paulo,2024-12-17,pijama,85.9,3,257.7
2071,Davi Lucca Aparecida,25,(73) 57862814,Bahia,2024-12-27,Mouse,39.9,4,159.6
2072,Mariana Mendes,18,(66) 65533068,Mato Grosso,2024-12-05,Caneca Personalizada,29.9,5,149.5
2073,Anthony Novaes,37,(31) 86482672,Minas Gerais,2024-12-02,chaveiro,10.75,7,75.25
2074,Davi Lucas Marques,31,(53) 66163026,Distrito Federal,2024-12-08,Jogo de Pratos e Talheres Temático,19.9,3,59.7
2075,Valentim da Rosa,43,(42) 41725801,Santa Catarina,2024-12-29,chaveiro,10.75,7,75.25
2076,Miguel da Luz,41,(92) 77965095,Amazonas,2024-12-26,Caneca Personalizada,29.9,7,209.3
2077,Thiago Vargas,42,(67) 70834272,Mato Grosso do Sul,2024-12-16,Funko Pop,80.5,9,724.5
2078,Sarah Marques,25,(46) 44228255,Paraná,2024-12-07,Jogo para Console,109.9,6,659.4
2079,Jade Montenegro,42,(79) 47457368,Sergipe,2024-12-04,Estatueta,350.1,7,2450.7
2080,Davi Fogaça,18,(66) 53352174,Mato Grosso,2024-12-15,Peruca,39.9,4,159.6
2081,Enzo Santos,49,(35) 89835504,Minas Gerais,2024-12-09,Peruca,39.9,4,159.6
2082,Esther Souza,37,(33) 31336013,Minas Gerais,2024-12-01,Quadro Decorativo,39.6,3,118.8
2083,Valentina Albuquerque,19,(28) 95171832,Espírito Santo,2024-12-16,Jogo de Pratos e Talheres Temático,19.9,4,79.6
2084,Eloá Silveira,30,(27) 23711098,Espírito Santo,2024-12-23,Teclado,49.9,8,399.2
2085,Bruna Nunes,40,(62) 69012255,Goiás,2024-12-17,Copo Térmico,39.9,2,79.8
2086,Diogo Nogueira,30,(74) 73608753,Bahia,2024-12-25,Fantasia,112.5,4,450.0
2087,Alícia Rodrigues,35,(84) 77133782,Rio Grande do Norte,2024-12-21,conjunto de dados RPG,30.5,1,30.5
2088,Maria Helena da Cunha,43,(41) 24895567,Paraná,2024-12-28,conjunto de dados RPG,30.5,7,213.5
2089,João Guilherme Pinto,45,(94) 88739629,Pará,2024-12-24,chaveiro,10.75,7,75.25
2090,Asafe da Cunha,29,(81) 75880573,Pernambuco,2024-12-01,chaveiro,10.75,8,86.0
2091,Léo Souza,28,(67) 23540823,Mato Grosso do Sul,2024-12-25,Moletom,98.9,2,197.8
2092,Liz Cassiano,38,(19) 48129886,São Paulo,2024-12-27,Estatueta,350.1,2,700.2
2093,Maysa da Costa,44,(87) 24958684,Pernambuco,2024-12-21,Acessório para Jogo,89.9,1,89.9
2094,Agatha Brito,42,(49) 93168834,Santa Catarina,2024-12-13,Copo Térmico,39.9,9,359.1
2095,Pedro Lucas Pinto,45,(15) 91332384,São Paulo,2024-12-06,Peruca,39.9,8,319.2
2096,Nathan Macedo,30,(74) 11342744,Bahia,2024-12-19,Action Figure,180.5,4,722.0
2097,Mathias Melo,20,(92) 67342576,Amazonas,2024-12-20,Mouse,39.9,2,79.8
2098,Isis Freitas,30,(22) 16970602,Rio de Janeiro,2024-12-22,Console Portátil,350.9,3,1052.7
2099,Samuel Barros,46,(33) 25782948,Minas Gerais,2024-12-18,Jogo de Festa,62.4,5,312.0
2100,Gael Henrique Camargo,30,(66) 69594100,Mato Grosso,2024-12-28,Graphic Novel,49.9,1,49.9
2101,Maria Liz Silveira,37,(14) 26249480,São Paulo,2024-12-01,Jogo para Console,109.9,1,109.9
2102,André Martins,47,(71) 24138151,Bahia,2024-12-19,Jogo de Cartas,29.5,9,265.5
2103,Stella Casa Grande,44,(35) 44647887,Minas Gerais,2024-12-13,Graphic Novel,49.9,8,399.2
2104,Laís Mendonça,36,(43) 69672851,Paraná,2024-12-18,Boné,39.9,4,159.6
2105,Olívia Castro,49,(65) 47997648,Mato Grosso,2024-12-18,Acessório para Jogo,89.9,7,629.3
2106,Emanuel Campos,42,(28) 88702472,Espírito Santo,2024-12-30,Jogo de Festa,62.4,6,374.4
2107,Camila da Cunha,20,(19) 84462934,São Paulo,2024-12-20,Moletom,98.9,9,890.1
2108,Davi Lucca da Costa,34,(11) 90031479,São Paulo,2024-12-01,Livro,59.9,1,59.9
2109,João Miguel Sampaio,23,(49) 22722891,Santa Catarina,2024-12-21,Jogo de Pratos e Talheres Temático,19.9,4,79.6
2110,Ana Beatriz Macedo,39,(49) 77191360,Santa Catarina,2024-12-05,Camisa Temática,44.9,4,179.6
2111,Liam da Mata,22,(93) 97371952,Pará,2024-12-17,Poster,45.5,1,45.5
2112,Maitê Moraes,42,(98) 62307546,Maranhão,2024-12-04,pijama,85.9,3,257.7
2113,Melina da Luz,22,(99) 32148115,Maranhão,2024-12-19,Máscara,49.9,7,349.3
2114,Melina Pires,42,(68) 93974617,Acre,2024-12-28,Boné,39.9,1,39.9
2115,Benicio da Rosa,48,(42) 48172117,Santa Catarina,2024-12-31,Jogo de Estratégia,98.7,5,493.5
2116,Henrique Peixoto,29,(49) 89412159,Santa Catarina,2024-12-05,Caneca Personalizada,29.9,2,59.8
2117,Natália Monteiro,42,(64) 87984480,Goiás,2024-12-25,Moletom,98.9,9,890.1
2118,Heitor Costa,50,(51) 47675347,Mato Grosso,2024-12-26,Quadrinho,34.9,5,174.5
2119,Maria Alice da Paz,39,(31) 80983926,Minas Gerais,2024-12-13,Funko Pop,80.5,8,644.0
2120,Asafe Castro,29,(34) 36014321,Minas Gerais,2024-12-18,Quadrinho,34.9,5,174.5
2121,Théo Mendes,47,(19) 44129546,São Paulo,2024-12-01,Action Figure,180.5,7,1263.5
2122,Theo Azevedo,31,(31) 86089091,Minas Gerais,2024-12-21,Jogo de Festa,62.4,6,374.4
2123,Maria Júlia Pereira,22,(14) 55654902,São Paulo,2024-12-26,Adesivo de Parede,24.9,10,249.0
2124,Maria Helena das Neves,21,(24) 21919442,Rio de Janeiro,2024-12-20,Fantasia,112.5,4,450.0
2125,Antônio Albuquerque,18,(73) 62721980,Bahia,2024-12-18,Console clássico,999.9,5,4999.5
2126,Luna Santos,47,(37) 44025457,Minas Gerais,2024-12-31,Console Portátil,350.9,2,701.8
2127,Ana Laura Jesus,43,(64) 62952144,Goiás,2024-12-12,Livro,59.9,2,119.8
2128,Stella Carvalho,39,(19) 97652253,São Paulo,2024-12-03,Livro,59.9,4,239.6
2129,Caleb Cardoso,37,(82) 59939855,Alagoas,2024-12-23,Jogo de Pratos e Talheres Temático,19.9,10,199.0
2130,Kaique Leão,30,(27) 92806560,Espírito Santo,2024-12-21,Boné,39.9,8,319.2
2131,Heloisa Vasconcelos,34,(74) 45881852,Bahia,2024-12-23,Moletom,98.9,2,197.8
2132,Théo Cavalcanti,37,(67) 97902673,Mato Grosso do Sul,2024-12-02,Pendrive,34.9,4,139.6
2133,Agatha Guerra,26,(14) 24873209,São Paulo,2024-12-09,Livro,59.9,7,419.3
2134,Vicente Costa,47,(88) 87292369,Ceará,2024-12-17,Luminária personalizada,250.1,3,750.3
2135,Davi Miguel Teixeira,44,(96) 89608518,Amapá,2024-12-22,Quadrinho,34.9,1,34.9
2136,Benjamin Pimenta,24,(41) 62805204,Paraná,2024-12-31,Jogo para Console,109.9,5,549.5
2137,Maria Isis Siqueira,23,(14) 96343114,São Paulo,2024-12-04,Coleção de Figurinhas,91.9,5,459.5
2138,Arthur Miguel Macedo,37,(49) 87338208,Santa Catarina,2024-12-11,Jogo de Festa,62.4,6,374.4
2139,Luigi Gomes,50,(51) 24999393,Mato Grosso,2024-12-20,Jogo para Console,109.9,1,109.9
2140,Cecília Porto,44,(42) 98358617,Santa Catarina,2024-12-21,Jogo de Festa,62.4,2,124.8
2141,Ana Cecília Silva,25,(15) 23922150,São Paulo,2024-12-04,Luminária personalizada,250.1,5,1250.5
2142,Valentim Nogueira,42,(97) 81716158,Amazonas,2024-12-11,chaveiro,10.75,6,64.5
2143,Leandro Farias,50,(94) 59729210,Pará,2024-12-21,Graphic Novel,49.9,3,149.7
2144,Samuel Gonçalves,32,(13) 43065136,São Paulo,2024-12-22,Jogo de Estratégia,98.7,5,493.5
2145,Mariane Fonseca,38,(69) 19956270,Acre,2024-12-30,conjunto de dados RPG,30.5,2,61.0
2146,Dom Araújo,37,(41) 26041057,Paraná,2024-12-24,Copo Térmico,39.9,9,359.1
2147,Luiz Henrique Oliveira,45,(62) 85375510,Goiás,2024-12-19,Console Portátil,350.9,5,1754.5
2148,Carlos Eduardo Araújo,44,(52) 75517710,Goiás,2024-12-09,Jogos para PC,99.9,9,899.1
2149,Maria Vitória Garcia,25,(94) 53844424,Pará,2024-12-26,Camisa Temática,44.9,3,134.7
2150,Emanuelly das Neves,19,(24) 69311415,Rio de Janeiro,2024-12-14,Pendrive,34.9,1,34.9
2151,Yuri Novais,29,(96) 88094820,Amapá,2024-12-28,Estatueta,350.1,4,1400.4
2152,Antonella Carvalho,24,(98) 52738518,Maranhão,2024-12-12,Jogo de Estratégia,98.7,10,987.0
2153,Vitor Hugo Duarte,41,(28) 87030113,Espírito Santo,2024-12-28,Copo Térmico,39.9,5,199.5
2154,Kevin Lima,21,(41) 45188986,Paraná,2024-12-09,conjunto de dados RPG,30.5,6,183.0
2155,Carlos Eduardo Ramos,48,(98) 86455089,Maranhão,2024-12-04,Jogo de Festa,62.4,1,62.4
2156,Gustavo Guerra,47,(34) 92160946,Minas Gerais,2024-12-20,Peruca,39.9,4,159.6
2157,Rafaela Câmara,31,(88) 51839735,Ceará,2024-12-04,Máscara,49.9,1,49.9
2158,Elisa da Rosa,40,(11) 19860395,São Paulo,2024-12-30,Copo Térmico,39.9,9,359.1
2159,Antonella Melo,41,(41) 91847935,Paraná,2024-12-15,Mouse,39.9,5,199.5
2160,Gabriel Casa Grande,22,(51) 21625182,Mato Grosso,2024-12-03,Quadrinho,34.9,9,314.1
2161,Luiz Henrique Aparecida,22,(65) 35689044,Mato Grosso,2024-12-11,Acessórios e adereços,27.8,5,139.0
2162,Vitória Azevedo,21,(37) 42137642,Minas Gerais,2024-12-12,Boné,39.9,5,199.5
2163,Luara Pastor,27,(44) 86975161,Paraná,2024-12-13,Camisa Temática,44.9,2,89.8
2164,Marcos Vinicius Azevedo,21,(47) 79453286,Santa Catarina,2024-12-05,Peruca,39.9,8,319.2
2165,Maria Liz Barbosa,39,(93) 75312145,Pará,2024-12-19,Graphic Novel,49.9,1,49.9
2166,Gustavo Henrique Teixeira,37,(94) 27070800,Pará,2024-12-25,Jogo de Estratégia,98.7,5,493.5
2167,Maria Fernanda Ramos,37,(81) 54513959,Pernambuco,2024-12-31,chaveiro,10.75,9,96.75
2168,Brenda da Cunha,41,(43) 45173133,Paraná,2024-12-04,Jogo de Estratégia,98.7,4,394.8
2169,Gustavo Henrique Garcia,30,(85) 45795550,Ceará,2024-12-01,Adesivo de Parede,24.9,8,199.2
2170,Maria Helena Cavalcante,43,(12) 48000422,São Paulo,2024-12-18,Console Portátil,350.9,9,3158.1
2171,Maria Helena Freitas,46,(99) 15833462,Maranhão,2024-12-01,Teclado,49.9,8,399.2
2172,Letícia Moreira,32,(48) 55955683,Santa Catarina,2024-12-24,Jogos para PC,99.9,4,399.6
2173,Juan Marques,39,(65) 70894851,Mato Grosso,2024-12-08,Fantasia,112.5,5,562.5
2174,Cecília Sousa,37,(44) 58563493,Paraná,2024-12-23,Moletom,98.9,5,494.5
2175,Danilo Pimenta,35,(74) 35483805,Bahia,2024-12-08,Quadro Decorativo,39.6,2,79.2
2176,Marcos Vinicius Barbosa,24,(68) 25137304,Acre,2024-12-12,Console Portátil,350.9,4,1403.6
2177,Juan Machado,41,(46) 49430833,Paraná,2024-12-12,Jogo de Pratos e Talheres Temático,19.9,8,159.2
2178,Pedro Lucas Macedo,25,(65) 28207140,Mato Grosso,2024-12-12,Peruca,39.9,5,199.5
2179,Eloá Correia,26,(98) 30165393,Maranhão,2024-12-07,Jogo de Festa,62.4,4,249.6
2180,Stephany Guerra,19,(37) 75493035,Minas Gerais,2024-12-17,Livro,59.9,5,299.5
2181,Ravi Lucca Jesus,40,(79) 87877823,Sergipe,2024-12-24,Livro,59.9,8,479.2
2182,Manuella da Paz,42,(16) 90501460,São Paulo,2024-12-26,Jogo de Festa,62.4,1,62.4
2183,Natália Barros,31,(83) 49153037,Paraíba,2024-12-11,chaveiro,10.75,1,10.75
2184,Vinícius Barbosa,49,(18) 32862885,São Paulo,2024-12-12,Jogo de Pratos e Talheres Temático,19.9,5,99.5
2185,Isis Lopes,28,(31) 88829242,Minas Gerais,2024-12-06,Peruca,39.9,4,159.6
2186,Carlos Eduardo Carvalho,23,(51) 12227303,Mato Grosso,2024-12-19,Adesivo de Parede,24.9,5,124.5
